SEASON_ID,PLAYER_ID,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22022,201142,22200346,4-Dec-22,BKN vs. BOS,L,40,13,24,0.542,1,5,0.2,4,5,0.8,0,7,7,5,2,2,8,0,31,-19,1
22022,201142,22200329,2-Dec-22,BKN vs. TOR,W,38,6,10,0.6,0,3,0,5,6,0.833,0,9,9,7,0,2,2,0,17,1,1
22022,201142,22200315,30-Nov-22,BKN vs. WAS,W,37,13,20,0.65,2,3,0.667,11,11,1,0,5,5,5,0,1,1,4,39,-1,1
22022,201142,22200302,28-Nov-22,BKN vs. ORL,W,39,19,24,0.792,3,5,0.6,4,4,1,1,6,7,5,2,2,6,4,45,11,1
22022,201142,22200290,27-Nov-22,BKN vs. POR,W,37,12,20,0.6,3,6,0.5,4,4,1,0,5,5,5,0,0,1,4,31,21,1
22022,201142,22200276,25-Nov-22,BKN @ IND,L,39,15,31,0.484,3,12,0.25,3,4,0.75,2,7,9,8,0,2,5,4,36,0,1
22022,201142,22200266,23-Nov-22,BKN @ TOR,W,33,5,10,0.5,2,5,0.4,0,0,0,0,7,7,5,0,3,4,2,12,30,1
22022,201142,22200256,22-Nov-22,BKN @ PHI,L,37,9,14,0.643,0,1,0,2,2,1,0,5,5,5,0,2,3,0,20,-10,1
22022,201142,22200243,20-Nov-22,BKN vs. MEM,W,36,9,16,0.563,0,3,0,8,8,1,0,7,7,7,1,1,4,3,26,5,1
22022,201142,22200221,17-Nov-22,BKN @ POR,W,39,13,22,0.591,1,4,0.25,8,10,0.8,0,8,8,3,0,1,4,4,35,15,1
22022,201142,22200210,15-Nov-22,BKN @ SAC,L,31,8,15,0.533,0,1,0,11,11,1,0,4,4,6,0,1,2,2,27,-31,1
22022,201142,22200198,13-Nov-22,BKN @ LAL,L,38,8,16,0.5,2,3,0.667,13,15,0.867,0,9,9,7,0,2,3,2,31,-15,1
22022,201142,22200184,12-Nov-22,BKN @ LAC,W,35,10,16,0.625,3,5,0.6,4,4,1,0,6,6,3,2,2,3,4,27,16,1
22022,201142,22200164,9-Nov-22,BKN vs. NYK,W,35,10,19,0.526,1,5,0.2,8,10,0.8,1,11,12,12,1,2,1,1,29,32,1
22022,201142,22200155,7-Nov-22,BKN @ DAL,L,39,10,20,0.5,1,3,0.333,5,7,0.714,1,3,4,4,2,1,3,5,26,1,1
22022,201142,22200133,5-Nov-22,BKN @ CHA,W,37,10,20,0.5,1,4,0.25,6,6,1,0,8,8,2,0,3,3,2,27,13,1
22022,201142,22200123,4-Nov-22,BKN @ WAS,W,33,10,21,0.476,2,6,0.333,6,6,1,0,9,9,11,0,1,2,1,28,35,1
22022,201142,22200103,1-Nov-22,BKN vs. CHI,L,38,9,16,0.563,2,4,0.5,12,12,1,0,9,9,6,1,2,7,3,32,-7,1
22022,201142,22200098,31-Oct-22,BKN vs. IND,W,39,13,22,0.591,2,5,0.4,8,8,1,0,9,9,7,1,1,3,2,36,8,1
22022,201142,22200083,29-Oct-22,BKN vs. IND,L,39,8,20,0.4,1,5,0.2,9,9,1,1,4,5,2,3,4,3,0,26,-3,1
22022,201142,22200066,27-Oct-22,BKN vs. DAL,L,41,12,21,0.571,2,5,0.4,11,11,1,1,2,3,5,2,1,3,2,37,-6,1
22022,201142,22200060,26-Oct-22,BKN @ MIL,L,39,10,23,0.435,1,4,0.25,12,13,0.923,0,6,6,3,0,2,5,3,33,-17,1
22022,201142,22200049,24-Oct-22,BKN @ MEM,L,39,14,20,0.7,1,3,0.333,8,9,0.889,1,4,5,4,0,0,1,4,37,-11,1
22022,201142,22200021,21-Oct-22,BKN vs. TOR,W,35,8,18,0.444,3,9,0.333,8,10,0.8,1,4,5,6,0,2,5,2,27,-8,1
22022,201142,22200006,19-Oct-22,BKN vs. NOP,L,32,11,21,0.524,2,6,0.333,8,9,0.889,0,3,3,2,1,4,4,4,32,-23,1
22022,1628369,22200355,5-Dec-22,BOS @ TOR,W,39,11,24,0.458,5,10,0.5,4,5,0.8,3,9,12,3,1,1,4,2,31,9,1
22022,1628369,22200346,4-Dec-22,BOS @ BKN,W,37,10,19,0.526,3,6,0.5,6,6,1,2,9,11,1,4,0,9,3,29,12,1
22022,1628369,22200328,2-Dec-22,BOS vs. MIA,L,41,5,18,0.278,0,7,0,4,6,0.667,3,9,12,3,0,0,5,4,14,0,1
22022,1628369,22200314,30-Nov-22,BOS vs. MIA,W,39,15,25,0.6,8,12,0.667,11,12,0.917,1,10,11,3,2,0,1,3,49,29,1
22022,1628369,22200301,28-Nov-22,BOS vs. CHA,W,30,15,28,0.536,4,14,0.286,1,1,1,0,3,3,3,2,1,0,3,35,45,1
22022,1628369,22200275,25-Nov-22,BOS vs. SAC,W,31,10,17,0.588,2,6,0.333,8,9,0.889,1,7,8,4,1,0,3,4,30,12,1
22022,1628369,22200264,23-Nov-22,BOS vs. DAL,W,37,11,24,0.458,2,7,0.286,13,15,0.867,3,10,13,5,0,2,2,1,37,14,1
22022,1628369,22200250,21-Nov-22,BOS @ CHI,L,36,9,19,0.474,4,10,0.4,6,7,0.857,2,9,11,7,0,0,4,1,28,-13,1
22022,1628369,22200231,18-Nov-22,BOS @ NOP,W,39,6,18,0.333,2,10,0.2,5,6,0.833,0,7,7,10,0,0,3,1,19,11,1
22022,1628369,22200214,16-Nov-22,BOS @ ATL,W,33,6,19,0.316,3,10,0.3,4,4,1,1,6,7,8,1,1,2,1,19,28,1
22022,1628369,22200201,14-Nov-22,BOS vs. OKC,W,38,9,23,0.391,1,9,0.111,8,10,0.8,1,9,10,1,3,3,1,2,27,2,1
22022,1628369,22200186,12-Nov-22,BOS @ DET,W,41,14,28,0.5,7,14,0.5,8,10,0.8,2,8,10,3,1,1,3,2,43,7,1
22022,1628369,22200176,11-Nov-22,BOS vs. DEN,W,37,11,21,0.524,2,7,0.286,10,11,0.909,0,8,8,5,0,0,1,4,34,18,1
22022,1628369,22200163,9-Nov-22,BOS vs. DET,W,32,10,20,0.5,5,11,0.455,6,7,0.857,0,1,1,5,1,1,1,4,31,16,1
22022,1628369,22200152,7-Nov-22,BOS @ MEM,W,40,12,25,0.48,3,11,0.273,12,16,0.75,0,3,3,2,0,2,2,2,39,15,1
22022,1628369,22200135,5-Nov-22,BOS @ NYK,W,37,8,17,0.471,6,13,0.462,4,4,1,0,4,4,5,1,2,3,3,26,2,1
22022,1628369,22200124,4-Nov-22,BOS vs. CHI,W,40,8,23,0.348,3,10,0.3,17,20,0.85,2,10,12,6,1,1,1,4,36,11,1
22022,1628369,22200107,2-Nov-22,BOS @ CLE,L,43,8,21,0.381,2,9,0.222,8,8,1,3,9,12,6,1,4,6,0,26,-16,1
22022,1628369,22200089,30-Oct-22,BOS vs. WAS,W,27,8,15,0.533,5,10,0.5,2,2,1,0,4,4,3,1,0,4,0,23,10,1
22022,1628369,22200072,28-Oct-22,BOS vs. CLE,L,42,11,19,0.579,3,7,0.429,7,8,0.875,1,6,7,4,1,1,4,4,32,-10,1
22022,1628369,22200047,24-Oct-22,BOS @ CHI,L,35,8,18,0.444,4,8,0.5,6,6,1,0,8,8,5,0,0,1,2,26,-8,1
22022,1628369,22200030,22-Oct-22,BOS @ ORL,W,38,14,21,0.667,4,10,0.4,8,9,0.889,0,8,8,1,1,2,1,2,40,6,1
22022,1628369,22200022,21-Oct-22,BOS @ MIA,W,37,10,22,0.455,2,7,0.286,7,7,1,2,3,5,4,1,2,2,1,29,-1,1
22022,1628369,22200001,18-Oct-22,BOS vs. PHI,W,39,13,20,0.65,2,7,0.286,7,9,0.778,0,12,12,4,1,1,3,1,35,10,1
22022,1629029,22200358,5-Dec-22,DAL vs. PHX,W,29,12,20,0.6,4,9,0.444,5,7,0.714,1,5,6,8,1,2,3,3,33,20,1
22022,1629029,22200337,3-Dec-22,DAL @ NYK,W,29,11,21,0.524,4,9,0.444,4,4,1,0,8,8,7,1,3,5,2,30,13,1
22022,1629029,22200325,1-Dec-22,DAL @ DET,L,41,13,25,0.52,7,14,0.5,2,6,0.333,0,5,5,10,3,0,3,3,35,-13,1
22022,1629029,22200310,29-Nov-22,DAL vs. GSW,W,39,14,27,0.519,4,9,0.444,9,15,0.6,2,10,12,12,4,1,5,3,41,22,1
22022,1629029,22200298,27-Nov-22,DAL @ MIL,L,35,10,20,0.5,3,7,0.429,4,9,0.444,0,5,5,12,0,0,6,2,27,-10,1
22022,1629029,22200286,26-Nov-22,DAL @ TOR,L,43,8,15,0.533,2,4,0.5,6,9,0.667,0,7,7,9,2,1,4,2,24,2,1
22022,1629029,22200264,23-Nov-22,DAL @ BOS,L,40,17,28,0.607,3,8,0.375,5,9,0.556,1,7,8,9,0,0,5,4,42,-13,1
22022,1629029,22200246,20-Nov-22,DAL vs. DEN,L,36,7,16,0.438,2,8,0.25,6,10,0.6,0,9,9,8,1,0,4,2,22,1,1
22022,1629029,22200230,18-Nov-22,DAL vs. DEN,W,35,11,22,0.5,2,7,0.286,9,11,0.818,1,11,12,11,1,0,2,1,33,25,1
22022,1629029,22200207,15-Nov-22,DAL vs. LAC,W,40,11,22,0.5,2,5,0.4,11,11,1,2,9,11,5,3,0,3,3,35,4,1
22022,1629029,22200190,12-Nov-22,DAL vs. POR,W,38,13,22,0.591,1,5,0.2,15,18,0.833,3,10,13,10,2,1,2,3,42,6,1
22022,1629029,22200172,10-Nov-22,DAL @ WAS,L,39,8,21,0.381,3,8,0.375,3,9,0.333,0,9,9,6,2,0,5,2,22,-6,1
22022,1629029,22200161,9-Nov-22,DAL @ ORL,L,35,9,29,0.31,2,11,0.182,4,7,0.571,0,6,6,6,3,2,0,3,24,-3,1
22022,1629029,22200155,7-Nov-22,DAL vs. BKN,W,38,11,22,0.5,5,9,0.556,9,12,0.75,0,6,6,6,2,1,5,5,36,1,1
22022,1629029,22200127,4-Nov-22,DAL vs. TOR,W,37,10,15,0.667,3,6,0.5,12,14,0.857,1,7,8,6,3,1,4,4,35,8,1
22022,1629029,22200115,2-Nov-22,DAL vs. UTA,W,35,12,20,0.6,2,6,0.333,7,10,0.7,0,5,5,11,2,0,5,3,33,-3,1
22022,1629029,22200093,30-Oct-22,DAL vs. ORL,W,37,17,26,0.654,2,9,0.222,8,14,0.571,0,3,3,5,1,0,0,3,44,13,1
22022,1629029,22200086,29-Oct-22,DAL vs. OKC,L,40,8,23,0.348,0,6,0,15,19,0.789,2,14,16,10,1,0,3,6,31,-25,1
22022,1629029,22200066,27-Oct-22,DAL @ BKN,W,41,14,28,0.5,2,6,0.333,11,13,0.846,1,10,11,14,3,0,5,2,41,20,1
22022,1629029,22200053,25-Oct-22,DAL @ NOP,L,36,16,30,0.533,2,13,0.154,3,5,0.6,3,8,11,7,2,1,3,3,37,6,1
22022,1629029,22200034,22-Oct-22,DAL vs. MEM,W,30,12,23,0.522,4,9,0.444,4,5,0.8,2,5,7,10,2,2,3,2,32,31,1
22022,1629029,22200013,19-Oct-22,DAL @ PHX,L,37,10,23,0.435,2,10,0.2,13,13,1,0,9,9,6,1,0,4,3,35,-16,1
22022,1628983,22200354,5-Dec-22,OKC @ ATL,W,35,10,22,0.455,0,3,0,15,15,1,0,6,6,5,2,0,6,4,35,12,1
22022,1628983,22200341,3-Dec-22,OKC @ MIN,W,35,10,17,0.588,1,2,0.5,12,12,1,0,1,1,6,3,1,4,0,33,-6,1
22022,1628983,22200304,28-Nov-22,OKC @ NOP,L,36,7,21,0.333,1,6,0.167,16,18,0.889,3,3,6,4,2,0,7,4,31,-9,1
22022,1628983,22200287,26-Nov-22,OKC @ HOU,L,28,12,21,0.571,1,3,0.333,7,7,1,1,2,3,3,2,0,3,1,32,-9,1
22022,1628983,22200281,25-Nov-22,OKC vs. CHI,W,40,8,21,0.381,0,3,0,14,15,0.933,1,7,8,7,0,1,1,2,30,9,1
22022,1628983,22200268,23-Nov-22,OKC vs. DEN,L,43,8,20,0.4,1,4,0.25,14,14,1,1,6,7,11,2,1,1,3,31,2,1
22022,1628983,22200254,21-Nov-22,OKC vs. NYK,L,35,9,22,0.409,0,2,0,12,13,0.923,1,4,5,7,1,1,3,3,30,-7,1
22022,1628983,22200229,18-Nov-22,OKC @ MEM,L,34,6,18,0.333,2,4,0.5,1,1,1,1,5,6,6,0,1,2,4,15,-13,1
22022,1628983,22200213,16-Nov-22,OKC @ WAS,W,35,14,22,0.636,2,3,0.667,12,17,0.706,2,4,6,7,0,1,2,1,42,9,1
22022,1628983,22200201,14-Nov-22,OKC @ BOS,L,36,13,26,0.5,2,4,0.5,9,9,1,1,3,4,8,2,1,4,2,37,-3,1
22022,1628983,22200192,13-Nov-22,OKC @ NYK,W,36,13,22,0.591,2,3,0.667,9,10,0.9,0,5,5,8,3,2,6,2,37,4,1
22022,1628983,22200179,11-Nov-22,OKC vs. TOR,W,28,8,14,0.571,1,2,0.5,3,4,0.75,0,3,3,4,3,1,3,2,20,13,1
22022,1628983,22200168,9-Nov-22,OKC vs. MIL,L,46,13,25,0.52,2,5,0.4,11,13,0.846,1,3,4,4,0,2,4,5,39,3,1
22022,1628983,22200146,7-Nov-22,OKC @ DET,L,38,13,23,0.565,0,0,0,7,7,1,2,5,7,5,1,4,1,2,33,-8,1
22022,1628983,22200136,5-Nov-22,OKC @ MIL,L,32,7,16,0.438,0,1,0,4,5,0.8,0,1,1,3,1,1,2,3,18,-19,1
22022,1628983,22200119,3-Nov-22,OKC vs. DEN,L,35,13,17,0.765,0,0,0,11,11,1,1,3,4,3,2,0,4,3,37,-6,1
22022,1628983,22200105,1-Nov-22,OKC vs. ORL,W,33,12,18,0.667,0,3,0,10,11,0.909,0,4,4,6,3,2,5,2,34,-2,1
22022,1628983,22200086,29-Oct-22,OKC @ DAL,W,41,15,27,0.556,0,2,0,8,8,1,2,4,6,9,2,1,3,2,38,20,1
22022,1628983,22200067,27-Oct-22,OKC vs. LAC,W,34,10,23,0.435,2,4,0.5,2,2,1,1,4,5,6,3,0,3,4,24,12,1
22022,1628983,22200054,25-Oct-22,OKC vs. LAC,W,37,11,22,0.5,2,2,1,9,9,1,1,4,5,8,3,3,2,0,33,23,1
22022,1628983,22200035,22-Oct-22,OKC @ DEN,L,34,11,24,0.458,1,5,0.2,5,5,1,0,3,3,7,1,0,5,4,28,-6,1
22022,1628983,22200010,19-Oct-22,OKC @ MIN,L,37,12,23,0.522,2,6,0.333,6,6,1,2,4,6,5,3,2,2,1,32,-1,1
22022,201939,22200359,5-Dec-22,GSW vs. IND,L,38,3,17,0.176,2,10,0.2,4,4,1,0,4,4,6,1,0,3,2,12,-17,1
22022,201939,22200342,3-Dec-22,GSW vs. HOU,W,35,10,21,0.476,8,17,0.471,2,3,0.667,0,3,3,10,1,1,4,0,30,19,1
22022,201939,22200336,2-Dec-22,GSW vs. CHI,W,33,6,16,0.375,4,8,0.5,3,3,1,0,11,11,6,0,1,6,5,19,-1,1
22022,201939,22200310,29-Nov-22,GSW @ DAL,L,38,11,24,0.458,5,14,0.357,5,6,0.833,1,4,5,5,0,0,4,4,32,-12,1
22022,201939,22200291,27-Nov-22,GSW @ MIN,W,33,7,17,0.412,4,11,0.364,7,7,1,1,10,11,8,1,0,7,1,25,22,1
22022,201939,22200284,25-Nov-22,GSW vs. UTA,W,36,13,23,0.565,6,13,0.462,1,1,1,0,5,5,4,2,0,5,4,33,19,1
22022,201939,22200271,23-Nov-22,GSW vs. LAC,W,32,9,20,0.45,4,10,0.4,0,0,0,1,5,6,9,0,0,1,0,22,18,1
22022,201939,22200245,20-Nov-22,GSW @ HOU,W,37,11,20,0.55,7,14,0.5,4,5,0.8,0,6,6,15,3,2,1,3,33,23,1
22022,201939,22200233,18-Nov-22,GSW vs. NYK,W,34,9,19,0.474,5,13,0.385,1,3,0.333,0,6,6,10,2,0,5,2,24,18,1
22022,201939,22200220,16-Nov-22,GSW @ PHX,L,36,17,28,0.607,7,11,0.636,9,9,1,0,9,9,6,0,1,3,2,50,-14,1
22022,201939,22200205,14-Nov-22,GSW vs. SAS,W,27,5,11,0.455,3,7,0.429,3,3,1,1,4,5,5,1,0,1,1,16,17,1
22022,201939,22200197,13-Nov-22,GSW @ SAC,L,37,9,17,0.529,3,9,0.333,6,6,1,0,6,6,4,1,0,4,0,27,0,1
22022,201939,22200182,11-Nov-22,GSW vs. CLE,W,34,15,23,0.652,6,11,0.545,4,6,0.667,0,4,4,5,1,0,2,4,40,7,1
22022,201939,22200156,7-Nov-22,GSW vs. SAC,W,38,17,24,0.708,7,12,0.583,6,7,0.857,0,8,8,8,0,0,0,2,47,20,1
22022,201939,22200118,3-Nov-22,GSW @ ORL,L,38,13,22,0.591,8,15,0.533,5,5,1,1,2,3,9,0,0,5,3,39,4,1
22022,201939,22200104,1-Nov-22,GSW @ MIA,L,34,7,14,0.5,4,10,0.4,5,5,1,4,9,13,13,1,0,5,3,23,3,1
22022,201939,22200091,30-Oct-22,GSW @ DET,L,35,10,24,0.417,4,14,0.286,8,9,0.889,0,6,6,3,2,0,1,1,32,-12,1
22022,201939,22200082,29-Oct-22,GSW @ CHA,L,39,10,22,0.455,3,13,0.231,8,8,1,0,11,11,6,1,0,2,5,31,-6,1
22022,201939,22200068,27-Oct-22,GSW vs. MIA,W,37,13,22,0.591,7,14,0.5,0,0,0,1,6,7,9,1,0,3,0,33,13,1
22022,201939,22200055,25-Oct-22,GSW @ PHX,L,30,7,17,0.412,4,9,0.444,3,5,0.6,0,7,7,8,1,0,1,1,21,-17,1
22022,201939,22200042,23-Oct-22,GSW vs. SAC,W,31,11,22,0.5,7,12,0.583,4,4,1,0,5,5,2,1,0,2,3,33,19,1
22022,201939,22200026,21-Oct-22,GSW vs. DEN,L,36,10,22,0.455,5,11,0.455,9,9,1,1,4,5,4,0,0,3,2,34,9,1
22022,201939,22200002,18-Oct-22,GSW vs. LAL,W,33,10,22,0.455,4,13,0.308,9,9,1,1,5,6,7,4,1,4,1,33,20,1
22022,1626164,22200358,5-Dec-22,PHX @ DAL,L,30,4,13,0.308,1,2,0.5,2,2,1,0,2,2,5,0,0,1,4,11,-18,1
22022,1626164,22200345,4-Dec-22,PHX @ SAS,W,28,7,16,0.438,1,3,0.333,5,5,1,0,0,0,8,0,0,2,2,20,26,1
22022,1626164,22200334,2-Dec-22,PHX vs. HOU,L,34,15,25,0.6,4,6,0.667,7,10,0.7,0,4,4,8,0,0,3,3,41,8,1
22022,1626164,22200321,30-Nov-22,PHX vs. CHI,W,31,20,25,0.8,6,7,0.857,5,6,0.833,0,4,4,6,1,0,2,3,51,23,1
22022,1626164,22200307,28-Nov-22,PHX @ SAC,W,41,17,28,0.607,1,6,0.167,9,9,1,0,8,8,4,6,0,6,4,44,14,1
22022,1626164,22200289,26-Nov-22,PHX vs. UTA,W,39,8,27,0.296,1,7,0.143,10,11,0.909,4,7,11,7,0,0,2,3,27,-4,1
22022,1626164,22200283,25-Nov-22,PHX vs. DET,W,36,8,17,0.471,2,7,0.286,3,7,0.429,0,7,7,5,1,1,2,2,21,10,1
22022,1626164,22200259,22-Nov-22,PHX vs. LAL,W,35,10,24,0.417,2,6,0.333,3,3,1,1,3,4,5,0,0,4,6,25,4,1
22022,1626164,22200240,20-Nov-22,PHX vs. NYK,W,30,7,17,0.412,5,8,0.625,1,1,1,1,4,5,3,0,0,0,0,20,13,1
22022,1626164,22200232,18-Nov-22,PHX @ UTA,L,41,16,31,0.516,2,9,0.222,15,15,1,1,7,8,10,1,0,1,3,49,-4,1
22022,1626164,22200220,16-Nov-22,PHX vs. GSW,W,37,8,17,0.471,2,5,0.4,9,9,1,0,2,2,9,0,3,3,2,27,6,1
22022,1626164,22200202,14-Nov-22,PHX @ MIA,L,42,11,22,0.5,2,7,0.286,1,2,0.5,2,6,8,5,3,1,2,5,25,-7,1
22022,1626164,22200177,11-Nov-22,PHX @ ORL,L,34,6,19,0.316,2,8,0.25,3,3,1,3,5,8,6,1,0,2,2,17,-27,1
22022,1626164,22200167,9-Nov-22,PHX @ MIN,W,38,12,23,0.522,5,7,0.714,3,3,1,0,4,4,10,2,0,1,2,32,26,1
22022,1626164,22200148,7-Nov-22,PHX @ PHI,L,43,8,16,0.5,1,1,1,11,14,0.786,2,5,7,5,1,0,6,2,28,-9,1
22022,1626164,22200139,5-Nov-22,PHX vs. POR,W,29,9,20,0.45,2,7,0.286,4,4,1,1,2,3,3,1,2,1,2,24,19,1
22022,1626164,22200130,4-Nov-22,PHX vs. POR,L,38,8,21,0.381,3,7,0.429,6,6,1,0,5,5,5,1,1,5,3,25,3,1
22022,1626164,22200106,1-Nov-22,PHX vs. MIN,W,30,6,18,0.333,2,7,0.286,4,5,0.8,1,6,7,5,0,1,2,5,18,11,1
22022,1626164,22200094,30-Oct-22,PHX vs. HOU,W,35,14,24,0.583,1,7,0.143,1,3,0.333,1,2,3,6,1,0,1,2,30,11,1
22022,1626164,22200079,28-Oct-22,PHX vs. NOP,W,33,6,14,0.429,0,4,0,4,4,1,0,5,5,4,0,0,5,1,16,4,1
22022,1626164,22200055,25-Oct-22,PHX vs. GSW,W,35,10,19,0.526,3,8,0.375,11,14,0.786,1,1,2,7,3,0,3,3,34,32,1
22022,1626164,22200043,23-Oct-22,PHX @ LAC,W,35,13,21,0.619,5,9,0.556,4,4,1,1,0,1,4,1,0,3,1,35,13,1
22022,1626164,22200027,21-Oct-22,PHX @ POR,L,44,11,23,0.478,3,7,0.429,8,9,0.889,0,5,5,3,1,0,2,1,33,-2,1
22022,1626164,22200013,19-Oct-22,PHX vs. DAL,W,41,10,20,0.5,1,1,1,7,7,1,1,3,4,9,0,1,2,3,28,20,1
22022,1628378,22200348,4-Dec-22,CLE @ NYK,L,40,8,22,0.364,2,11,0.182,5,6,0.833,1,3,4,5,0,1,3,3,23,2,1
22022,1628378,22200330,2-Dec-22,CLE vs. ORL,W,37,12,21,0.571,7,11,0.636,3,3,1,1,1,2,1,1,1,5,4,34,7,1
22022,1628378,22200312,30-Nov-22,CLE vs. PHI,W,26,5,9,0.556,5,7,0.714,3,3,1,0,3,3,6,2,1,2,0,18,20,1
22022,1628378,22200303,28-Nov-22,CLE @ TOR,L,25,3,11,0.273,1,5,0.2,1,1,1,0,1,1,2,0,0,0,1,8,-21,1
22022,1628378,22200295,27-Nov-22,CLE @ DET,W,39,9,23,0.391,2,8,0.25,12,13,0.923,1,4,5,1,1,0,3,2,32,11,1
22022,1628378,22200280,25-Nov-22,CLE @ MIL,L,32,11,24,0.458,5,11,0.455,2,2,1,2,1,3,1,1,0,2,2,29,-20,1
22022,1628378,22200261,23-Nov-22,CLE vs. POR,W,31,11,18,0.611,6,10,0.6,6,7,0.857,0,2,2,1,2,0,4,1,34,-5,1
22022,1628378,22200248,21-Nov-22,CLE vs. ATL,W,39,11,22,0.5,4,8,0.5,3,4,0.75,0,4,4,9,3,0,3,2,29,8,1
22022,1628378,22200244,20-Nov-22,CLE vs. MIA,W,27,5,12,0.417,2,7,0.286,1,2,0.5,1,2,3,5,2,0,1,4,13,15,1
22022,1628378,22200225,18-Nov-22,CLE vs. CHA,W,44,11,22,0.5,2,9,0.222,10,11,0.909,1,3,4,6,1,0,6,2,34,10,1
22022,1628378,22200216,16-Nov-22,CLE @ MIL,L,34,7,19,0.368,3,9,0.333,6,6,1,0,2,2,3,2,0,2,1,23,-17,1
22022,1628378,22200182,11-Nov-22,CLE @ GSW,L,37,10,20,0.5,3,10,0.3,6,6,1,0,10,10,9,2,1,3,0,29,7,1
22022,1628378,22200171,9-Nov-22,CLE @ SAC,L,39,16,28,0.571,6,14,0.429,0,0,0,3,2,5,4,1,0,3,3,38,-8,1
22022,1628378,22200158,7-Nov-22,CLE @ LAC,L,39,10,15,0.667,8,11,0.727,2,3,0.667,0,1,1,2,0,0,3,5,30,-2,1
22022,1628378,22200140,6-Nov-22,CLE @ LAL,W,37,10,17,0.588,1,7,0.143,12,13,0.923,1,4,5,2,1,1,3,1,33,6,1
22022,1628378,22200107,2-Nov-22,CLE vs. BOS,W,44,11,27,0.407,3,9,0.333,0,0,0,0,4,4,6,1,2,0,3,25,-3,1
22022,1628378,22200090,30-Oct-22,CLE vs. NYK,W,37,12,20,0.6,8,13,0.615,6,8,0.75,0,3,3,12,1,2,4,4,38,18,1
22022,1628378,22200072,28-Oct-22,CLE @ BOS,W,46,15,25,0.6,5,9,0.556,6,6,1,0,4,4,3,1,0,7,4,41,18,1
22022,1628378,22200056,26-Oct-22,CLE vs. ORL,W,37,5,19,0.263,1,7,0.143,3,4,0.75,2,2,4,8,2,0,1,3,14,9,1
22022,1628378,22200039,23-Oct-22,CLE vs. WAS,W,45,12,29,0.414,5,12,0.417,8,9,0.889,2,3,5,4,3,1,6,2,37,4,1
22022,1628378,22200032,22-Oct-22,CLE @ CHI,W,35,10,19,0.526,4,6,0.667,8,9,0.889,3,6,9,8,1,0,4,3,32,19,1
22022,1628378,22200008,19-Oct-22,CLE @ TOR,L,35,12,21,0.571,2,8,0.25,5,6,0.833,0,2,2,9,2,0,3,4,31,10,1
22022,1627759,22200355,5-Dec-22,BOS @ TOR,W,39,9,22,0.409,1,6,0.167,3,4,0.75,0,8,8,8,0,0,0,1,22,6,1
22022,1627759,22200346,4-Dec-22,BOS @ BKN,W,40,10,20,0.5,5,9,0.556,9,11,0.818,2,8,10,2,2,4,0,2,34,16,1
22022,1627759,22200328,2-Dec-22,BOS vs. MIA,L,46,12,23,0.522,5,11,0.455,8,9,0.889,0,14,14,5,0,0,5,2,37,7,1
22022,1627759,22200314,30-Nov-22,BOS vs. MIA,W,28,10,18,0.556,1,6,0.167,5,6,0.833,3,4,7,5,0,0,6,4,26,8,1
22022,1627759,22200294,27-Nov-22,BOS vs. WAS,W,34,13,23,0.565,2,7,0.286,8,8,1,2,3,5,2,0,0,2,3,36,26,1
22022,1627759,22200275,25-Nov-22,BOS vs. SAC,W,27,9,16,0.563,1,4,0.25,6,6,1,0,5,5,4,2,0,1,4,25,5,1
22022,1627759,22200264,23-Nov-22,BOS vs. DAL,W,36,13,18,0.722,2,3,0.667,3,4,0.75,0,4,4,4,2,0,2,2,31,14,1
22022,1627759,22200250,21-Nov-22,BOS @ CHI,L,38,9,20,0.45,4,10,0.4,3,5,0.6,0,7,7,2,0,0,5,1,25,-8,1
22022,1627759,22200231,18-Nov-22,BOS @ NOP,W,37,10,20,0.5,3,6,0.5,4,5,0.8,3,7,10,7,2,0,7,2,27,5,1
22022,1627759,22200214,16-Nov-22,BOS @ ATL,W,23,10,17,0.588,1,6,0.167,1,2,0.5,0,5,5,0,2,0,3,4,22,10,1
22022,1627759,22200201,14-Nov-22,BOS vs. OKC,W,41,11,21,0.524,0,5,0,4,6,0.667,0,6,6,6,2,0,5,4,26,6,1
22022,1627759,22200176,11-Nov-22,BOS vs. DEN,W,35,11,15,0.733,3,4,0.75,0,0,0,0,8,8,8,0,0,3,3,25,8,1
22022,1627759,22200163,9-Nov-22,BOS vs. DET,W,30,11,19,0.579,2,6,0.333,6,7,0.857,2,5,7,3,1,0,0,0,30,25,1
22022,1627759,22200152,7-Nov-22,BOS @ MEM,W,38,8,20,0.4,1,6,0.167,4,5,0.8,0,9,9,2,1,0,7,4,21,-6,1
22022,1627759,22200135,5-Nov-22,BOS @ NYK,W,37,10,19,0.526,6,11,0.545,4,4,1,2,3,5,3,0,0,1,5,30,-5,1
22022,1627759,22200124,4-Nov-22,BOS vs. CHI,W,34,6,14,0.429,0,3,0,4,5,0.8,1,4,5,2,0,0,3,2,16,-13,1
22022,1627759,22200107,2-Nov-22,BOS @ CLE,L,45,10,26,0.385,3,10,0.3,7,7,1,2,6,8,4,1,0,3,5,30,7,1
